timestamp,bytes_transferred,packet_count,connection_duration,source_port,destination_port,retransmission_rate,protocol,bytes_per_packet,packets_per_second
2025-11-27T23:17:30,86,1,1.0,443,59235,0.0,TCP,86.0,1.0
2025-11-27T23:17:30,155,1,1.0,49409,443,0.0,TLS,155.0,1.0
2025-11-27T23:17:30,225,1,1.0,443,49409,0.0,TLS,225.0,1.0
2025-11-27T23:17:30,54,1,1.0,49409,443,0.0,TCP,54.0,1.0
2025-11-27T23:17:30,71,1,1.0,62593,53,0.0,DNS,71.0,1.0
2025-11-27T23:17:30,199,1,1.0,53,62593,0.0,DNS,199.0,1.0
2025-11-27T23:17:30,86,1,1.0,49775,443,0.0,TCP,86.0,1.0
2025-11-27T23:18:00,108,2,25.016172,443,17325,0.0,TCP,54.0,0.0799482830546576
2025-11-27T23:18:00,132,2,1.007874,49776,443,0.0,TCP,66.0,1.9843750310058599
2025-11-27T23:18:00,132,2,8.013943,41255,443,0.0,TCP,66.0,0.24956503933207413
2025-11-27T23:18:00,132,2,1.008046,49777,443,0.0,TCP,66.0,1.984036442781381
2025-11-27T23:18:00,132,2,8.014131,49759,443,0.0,TCP,66.0,0.24955918489478146
2025-11-27T23:18:00,618,6,14.161867,59692,53,0.0,DNS,103.0,0.42367295216089795
2025-11-27T23:18:00,620,6,14.161307,49688,53,0.0,DNS,103.33333333333333,0.4236897060419635
2025-11-27T23:18:00,1630,6,14.162943,53,59692,0.0,DNS,271.6666666666667,0.4236407644936508
2025-11-27T23:18:00,1547,6,14.162165,53,49688,0.0,DNS,257.8333333333333,0.4236640372428933
2025-11-27T23:18:00,2888,46,0.806003,49778,443,0.0,TCP,62.78260869565217,57.07174787190618
2025-11-27T23:18:00,48378,40,0.787268,443,49778,0.0,TCP,1209.45,50.8086191741567
2025-11-27T23:18:00,3935,6,0.052086,49778,443,0.0,TLS,655.8333333333334,115.19410206197442
2025-11-27T23:18:00,89516,86,0.759128,443,49778,0.0,TLS,1040.8837209302326,113.28787767016892
2025-11-27T23:18:00,3422,7,25.801893,8080,53915,0.0,TCP,488.85714285714283,0.27129792376086515
2025-11-27T23:18:00,745,8,25.796819,53915,8080,0.0,TCP,93.125,0.31011575496963406
2025-11-27T23:18:00,86,1,1.0,49775,443,0.0,TCP,86.0,1.0
2025-11-27T23:18:00,11714,42,27.4906,25190,35904,0.0,DATA,278.9047619047619,1.5277949553665617
2025-11-27T23:18:00,3898,25,25.02783,9993,9993,0.0,DATA,155.92,0.9988880378362806
2025-11-27T23:18:00,336,6,0.570243,49782,443,0.0,TCP,56.0,10.52183016713927
2025-11-27T23:18:00,90,1,1.0,64672,53,0.0,DNS,90.0,1.0
2025-11-27T23:18:00,90,1,1.0,51533,53,0.0,DNS,90.0,1.0
2025-11-27T23:18:00,90,1,1.0,62397,53,0.0,DNS,90.0,1.0
2025-11-27T23:18:00,335,1,1.0,53,64672,0.0,DNS,335.0,1.0
2025-11-27T23:18:00,335,1,1.0,53,51533,0.0,DNS,335.0,1.0
2025-11-27T23:18:00,289,1,1.0,53,62397,0.0,DNS,289.0,1.0
2025-11-27T23:18:00,4759,17,0.875647,49684,443,0.0,QUIC,279.94117647058823,19.414216002567244
2025-11-27T23:18:00,336,6,0.596981,443,49782,0.0,TCP,56.0,10.050571123704104
2025-11-27T23:18:00,1550,5,0.374576,49782,443,0.0,TLS,310.0,13.34842595361155
2025-11-27T23:18:00,390,7,11.66621,46386,443,0.0,TCP,55.714285714285715,0.6000234866336197
2025-11-27T23:18:00,1649,6,0.198418,443,49782,0.0,TLS,274.8333333333333,30.239192008789523
2025-11-27T23:18:00,17206,26,0.864846,443,49684,0.0,QUIC,661.7692307692307,30.06315575258485
2025-11-27T23:18:00,132,2,8.010521,49761,4090,0.0,TCP,66.0,0.24967165057054339
2025-11-27T23:18:00,1947,8,11.666367,443,46386,0.0,TCP,243.375,0.6857318992279259
2025-11-27T23:18:00,1962,3,0.394056,46386,443,0.0,TLS,654.0,7.613131128570558
2025-11-27T23:18:00,382,2,21.012969,1068,7826,0.0,TLS,191.0,0.09517931521242906
2025-11-27T23:18:00,370,2,21.013557,7826,1068,0.0,TLS,185.0,0.09517665191095444
2025-11-27T23:18:00,162,3,21.0137,1068,7826,0.0,TCP,54.0,0.14276400633872188
2025-11-27T23:18:00,172,2,1.010293,46388,443,0.0,TCP,86.0,1.9796237329170843
2025-11-27T23:18:00,132,2,1.008955,46389,443,0.0,TCP,66.0,1.9822489605582012
2025-11-27T23:18:00,3006,4,0.382291,443,46386,0.0,TLS,751.5,10.46323350536633
2025-11-27T23:18:00,92,1,1.0,53261,53,0.0,DNS,92.0,1.0
2025-11-27T23:18:00,92,1,1.0,49708,53,0.0,DNS,92.0,1.0
2025-11-27T23:18:00,92,1,1.0,56220,53,0.0,DNS,92.0,1.0
2025-11-27T23:18:00,297,1,1.0,53,53261,0.0,DNS,297.0,1.0
2025-11-27T23:18:00,297,1,1.0,53,49708,0.0,DNS,297.0,1.0
2025-11-27T23:18:00,246,1,1.0,53,56220,0.0,DNS,246.0,1.0
2025-11-27T23:18:00,498,9,10.917579,63441,443,0.0,TCP,55.333333333333336,0.8243585871922704
2025-11-27T23:18:00,6528,14,10.916761,443,63441,0.0,TCP,466.2857142857143,1.2824316663156774
